Time,Average(B)
-14.14147919,-0.02447904
-14.12897919,-0.02615056
-14.11647919,-0.02502270
-14.10397919,-0.02547814
-14.09147919,-0.02526353
-14.07897919,-0.02298873
-14.06647919,-0.02433836
-14.05397919,-0.02453865
-14.04147919,-0.02444566
-14.02897919,-0.02724027
-14.01647919,-0.02643671
-14.00397920,-0.02365401
-13.99147920,-0.02538038
-13.97897920,-0.02396876
-13.96647920,-0.02434075
-13.95397920,-0.02219471
-13.94147920,-0.02261437
-13.92897920,-0.02276698
-13.91647920,-0.02438605
-13.90397920,-0.02669899
-13.89147920,-0.02675145
-13.87897920,-0.02637947
-13.86647920,-0.02252616
-13.85397920,-0.02531838
-13.84147920,-0.02428591
-13.82897921,-0.01949309
-13.81647921,-0.02120993
-13.80397921,-0.02182274
-13.79147921,-0.02564028
-13.77897921,-0.02474610
-13.76647921,-0.02360634
-13.75397921,-0.02586683
-13.74147921,-0.02464118
-13.72897921,-0.02356818
-13.71647921,-0.02011783
-13.70397921,-0.02240693
-13.69147921,-0.02585251
-13.67897921,-0.02260722
-13.66647922,-0.02037059
-13.65397922,-0.01973870
-13.64147922,-0.02397114
-13.62897922,-0.02553537
-13.61647922,-0.02546384
-13.60397922,-0.02210172
-13.59147922,-0.01969578
-13.57897922,-0.02142692
-13.56647922,-0.02158191
-13.55397922,-0.02464357
-13.54147922,-0.02709244
-13.52897922,-0.02547576
-13.51647922,-0.02325104
-13.50397922,-0.01953841
-13.49147923,-0.02244509
-13.47897923,-0.02376370
-13.46647923,-0.02626501
-13.45397923,-0.02246893
-13.44147923,-0.02351094
-13.42897923,-0.02325342
-13.41647923,-0.02396878
-13.40397923,-0.02490108
-13.39147923,-0.02716398
-13.37897923,-0.02343941
-13.36647923,-0.02719496
-13.35397923,-0.02100486
-13.34147923,-0.02064242
-13.32897924,-0.02220188
-13.31647924,-0.02855411
-13.30397924,-0.02429066
-13.29147924,-0.02485101
-13.27897924,-0.02475087
-13.26647924,-0.02141738
-13.25397924,-0.02501317
-13.24147924,-0.02146984
-13.22897924,-0.02944352
-13.21647924,-0.02777677
-13.20397924,-0.03023040
-13.19147924,-0.02585490
-13.17897924,-0.02517054
-13.16647924,-0.02605997
-13.15397925,-0.02391631
-13.14147925,-0.02267399
-13.12897925,-0.02356341
-13.11647925,-0.02522777
-13.10397925,-0.02328919
-13.09147925,-0.02693505
-13.07897925,-0.02726890
-13.06647925,-0.02653208
-13.05397925,-0.02667514
-13.04147925,-0.02095002
-13.02897925,-0.02554014
-13.01647925,-0.02511331
-13.00397925,-0.02303405
-12.99147926,-0.02041826
-12.97897926,-0.02393062
-12.96647926,-0.02224718
-12.95397926,-0.02230202
-12.94147926,-0.02225433
-12.92897926,-0.02070203
-12.91647926,-0.02032052
-12.90397926,-0.02721166
-12.89147926,-0.02985126
-12.87897926,-0.02162720
-12.86647926,-0.02137445
-12.85397926,-0.02057327
-12.84147926,-0.02151991
-12.82897926,-0.02105494
-12.81647927,-0.02694220
-12.80397927,-0.02632465
-12.79147927,-0.02663224
-12.77897927,-0.02617680
-12.76647927,-0.02579766
-12.75397927,-0.02182275
-12.74147927,-0.02480571
-12.72897927,-0.02360871
-12.71647927,-0.02015837
-12.70397927,-0.02100724
-12.69147927,-0.02167489
-12.67897927,-0.01959564
-12.66647927,-0.02319142
-12.65397928,-0.02773863
-12.64147928,-0.02531600
-12.62897928,-0.02422390
-12.61647928,-0.02693267
-12.60397928,-0.02689452
-12.59147928,-0.02288382
-12.57897928,-0.02281945
-12.56647928,-0.02642478
-12.55397928,-0.02507040
-12.54147928,-0.02392586
-12.52897928,-0.02513000
-12.51647928,-0.02344416
-12.50397928,-0.02611480
-12.49147928,-0.02527309
-12.47897929,-0.02359680
-12.46647929,-0.02131008
-12.45397929,-0.02652492
-12.44147929,-0.02667038
-12.42897929,-0.03099823
-12.41647929,-0.02777917
-12.40397929,-0.02642000
-12.39147929,-0.02200635
-12.37897929,-0.02481049
-12.36647929,-0.02455058
-12.35397929,-0.02516578
-12.34147929,-0.02293150
-12.32897929,-0.02413091
-12.31647930,-0.02182750
-12.30397930,-0.02417861
-12.29147930,-0.02543523
-12.27897930,-0.02308653
-12.26647930,-0.02387101
-12.25397930,-0.02350380
-12.24147930,-0.02590258
-12.22897930,-0.03131535
-12.21647930,-0.02937676
-12.20397930,-0.02418575
-12.19147930,-0.02392347
-12.17897930,-0.02590735
-12.16647930,-0.02705428
-12.15397930,-0.02495594
-12.14147931,-0.02416191
-12.12897931,-0.02797946
-12.11647931,-0.02746203
-12.10397931,-0.02876396
-12.09147931,-0.02625309
-12.07897931,-0.02807961
-12.06647931,-0.02840390
-12.05397931,-0.02474372
-12.04147931,-0.02098578
-12.02897931,-0.02458874
-12.01647931,-0.02427637
-12.00397931,-0.02710198
-11.99147931,-0.02954367
-11.97897932,-0.02594312
-11.96647932,-0.02683253
-11.95397932,-0.02844203
-11.94147932,-0.02452436
-11.92897932,-0.02371364
-11.91647932,-0.02526830
-11.90397932,-0.02219232
-11.89147932,-0.02377324
-11.87897932,-0.02542807
-11.86647932,-0.02339888
-11.85397932,-0.02357294
-11.84147932,-0.02370171
-11.82897932,-0.02318905
-11.81647932,-0.02348948
-11.80397933,-0.02302690
-11.79147933,-0.02402362
-11.77897933,-0.02481765
-11.76647933,-0.02756455
-11.75397933,-0.02422392
-11.74147933,-0.01906389
-11.72897933,-0.02000816
-11.71647933,-0.02449812
-11.70397933,-0.02032766
-11.69147933,-0.01897091
-11.67897933,-0.02136730
-11.66647933,-0.02089519
-11.65397933,-0.02417384
-11.64147934,-0.02475563
-11.62897934,-0.02417862
-11.61647934,-0.02474850
-11.60397934,-0.02121232
-11.59147934,-0.02631748
-11.57897934,-0.02548053
-11.56647934,-0.02350856
-11.55397934,-0.02876633
-11.54147934,-0.02349664
-11.52897934,-0.02366116
-11.51647934,-0.02314136
-11.50397934,-0.02058758
-11.49147934,-0.01402550
-11.47897934,-0.02218040
-11.46647935,-0.02189427
-11.45397935,-0.02668469
-11.44147935,-0.02250471
-11.42897935,-0.02334641
-11.41647935,-0.02261200
-11.40397935,-0.02656545
-11.39147935,-0.02473895
-11.37897935,-0.02105017
-11.36647935,-0.02251424
-11.35397935,-0.02693505
-11.34147935,-0.02614818
-11.32897935,-0.02344418
-11.31647935,-0.01814110
-11.30397936,-0.01891129
-11.29147936,-0.01944779
-11.27897936,-0.01777390
-11.26647936,-0.01876346
-11.25397936,-0.02351095
-11.24147936,-0.02237117
-11.22897936,-0.02241409
-11.21647936,-0.02283138
-11.20397936,-0.02371839
-11.19147936,-0.02505847
-11.17897936,-0.03111028
-11.16647936,-0.02734519
-11.15397936,-0.02850165
-11.14147937,-0.02893086
-11.12897937,-0.02402838
-11.11647937,-0.02179174
-11.10397937,-0.02361348
-11.09147937,-0.02371363
-11.07897937,-0.02329872
-11.06647937,-0.02533509
-11.05397937,-0.02090471
-11.04147937,-0.02047074
-11.02897937,-0.02116462
-11.01647937,-0.02516577
-11.00397937,-0.02880687
-10.99147937,-0.02346326
-10.97897937,-0.02579766
-10.96647938,-0.02553537
-10.95397938,-0.02944830
-10.94147938,-0.02710198
-10.92897938,-0.02041352
-10.91647938,-0.02127431
-10.90397938,-0.02361110
-10.89147938,-0.02788168
-10.87897938,-0.02886887
-10.86647938,-0.02454104
-10.85397938,-0.02584774
-10.84147938,-0.02870195
-10.82897938,-0.02672046
-10.81647938,-0.02996334
-10.80397939,-0.02236163
-10.79147939,-0.02291958
-10.77897939,-0.02767187
-10.76647939,-0.02756933
-10.75397939,-0.03101490
-10.74147939,-0.02663701
-10.72897939,-0.02392585
-10.71647939,-0.02329873
-10.70397939,-0.02653207
-10.69147939,-0.02522539
-10.67897939,-0.02183704
-10.66647939,-0.02663461
-10.65397939,-0.02804861
-10.64147939,-0.02745488
-10.62897940,-0.02406893
-10.61647940,-0.01950504
-10.60397940,-0.02605996
-10.59147940,-0.02385908
-10.57897940,-0.02356580
-10.56647940,-0.02475325
-10.55397940,-0.02349425
-10.54147940,-0.02224479
-10.52897940,-0.02230679
-10.51647940,-0.02474848
-10.50397940,-0.02058996
-10.49147940,-0.02522779
-10.47897940,-0.02631508
-10.46647941,-0.02553298
-10.45397941,-0.02590257
-10.44147941,-0.02574282
-10.42897941,-0.02595504
-10.41647941,-0.02568082
-10.40397941,-0.02881402
-10.39147941,-0.02814159
-10.37897941,-0.02023468
-10.36647941,-0.02424775
-10.35397941,-0.02205164
-10.34147941,-0.02162483
-10.32897941,-0.02100486
-10.31647941,-0.02563551
-10.30397941,-0.02402838
-10.29147942,-0.02242601
-10.27897942,-0.02308889
-10.26647942,-0.02512047
-10.25397942,-0.02631748
-10.24147942,-0.02262869
-10.22897942,-0.02215419
-10.21647942,-0.02667038
-10.20397942,-0.02213749
-10.19147942,-0.02621971
-10.17897942,-0.02595505
-10.16647942,-0.02747633
-10.15397942,-0.02653446
-10.14147942,-0.02250232
-10.12897943,-0.02313659
-10.11647943,-0.02293868
-10.10397943,-0.02074973
-10.09147943,-0.02225670
-10.07897943,-0.01960518
-10.06647943,-0.02146269
-10.05397943,-0.02287430
-10.04147943,-0.02413329
-10.02897943,-0.02214704
-10.01647943,-0.02418814
-10.00397943,-0.02541615
-9.99147943,-0.02334164
-9.97897943,-0.02042544
-9.96647943,-0.02366356
-9.95397944,-0.02110023
-9.94147944,-0.02506563
-9.92897944,-0.02172975
-9.91647944,-0.02047789
-9.90397944,-0.02204450
-9.89147944,-0.02443136
-9.87897944,-0.02583104
-9.86647944,-0.02455298
-9.85397944,-0.02210888
-9.84147944,-0.02223524
-9.82897944,-0.02408799
-9.81647944,-0.02057565
-9.80397944,-0.02391155
-9.79147945,-0.02391870
-9.77897945,-0.02384716
-9.76647945,-0.02156759
-9.75397945,-0.02527547
-9.74147945,-0.02896901
-9.72897945,-0.02523015
-9.71647945,-0.02814399
-9.70397945,-0.02782685
-9.69147945,-0.02833712
-9.67897945,-0.02381377
-9.66647945,-0.02370170
-9.65397945,-0.02459350
-9.64147945,-0.02433836
-9.62897945,-0.02677530
-9.61647946,-0.02876634
-9.60397946,-0.02887124
-9.59147946,-0.03006825
-9.57897946,-0.03271264
-9.56647946,-0.03302740
-9.55397946,-0.02861611
-9.54147946,-0.02673714
-9.52897946,-0.02652492
-9.51647946,-0.02767423
-9.50397946,-0.02678244
-9.49147946,-0.02604326
-9.47897946,-0.02585251
-9.46647946,-0.02387815
-9.45397947,-0.02372317
-9.44147947,-0.02944593
-9.42897947,-0.02527547
-9.41647947,-0.02903102
-9.40397947,-0.02626740
-9.39147947,-0.02443375
-9.37897947,-0.02777679
-9.36647947,-0.03042832
-9.35397947,-0.03095769
-9.34147947,-0.02907870
-9.32897947,-0.03078601
-9.31647947,-0.02880925
-9.30397947,-0.02465312
-9.29147947,-0.02401884
-9.27897948,-0.02418576
-9.26647948,-0.02182513
-9.25397948,-0.02284568
-9.24147948,-0.02382093
-9.22897948,-0.02636518
-9.21647948,-0.03042117
-9.20397948,-0.02934815
-9.19147948,-0.02721165
-9.17897948,-0.02538276
-9.16647948,-0.02225195
-9.15397948,-0.02407608
-9.14147948,-0.02887840
-9.12897948,-0.02761702
-9.11647949,-0.02907870
-9.10397949,-0.02652493
-9.09147949,-0.02527069
-9.07897949,-0.02760747
-9.06647949,-0.02605280
-9.05397949,-0.02277175
-9.04147949,-0.01885883
-9.02897949,-0.02183466
-9.01647949,-0.02161767
-9.00397949,-0.02324151
-8.99147949,-0.02350379
-8.97897949,-0.02081172
-8.96647949,-0.02406415
-8.95397949,-0.02470319
-8.94147950,-0.02339887
-8.92897950,-0.02287905
-8.91647950,-0.02506324
-8.90397950,-0.03064053
-8.89147950,-0.02512047
-8.87897950,-0.02273122
-8.86647950,-0.02980359
-8.85397950,-0.02841343
-8.84147950,-0.02881879
-8.82897950,-0.02855889
-8.81647950,-0.02803668
-8.80397950,-0.02292437
-8.79147950,-0.02610049
-8.77897951,-0.02121707
-8.76647951,-0.02542568
-8.75397951,-0.02595026
-8.74147951,-0.02548052
-8.72897951,-0.02339172
-8.71647951,-0.02568560
-8.70397951,-0.02475088
-8.69147951,-0.02611004
-8.67897951,-0.02298160
-8.66647951,-0.02068058
-8.65397951,-0.01814349
-8.64147951,-0.02518246
-8.62897951,-0.02204449
-8.61647951,-0.02584535
-8.60397952,-0.02413808
-8.59147952,-0.02390678
-8.57897952,-0.02167014
-8.56647952,-0.02240455
-8.55397952,-0.02620541
-8.54147952,-0.02152468
-8.52897952,-0.01886837
-8.51647952,-0.02266923
-8.50397952,-0.02344656
-8.49147952,-0.02256431
-8.47897952,-0.01771666
-8.46647952,-0.01859893
-8.45397952,-0.02396161
-8.44147953,-0.02355863
-8.42897953,-0.02350378
-8.41647953,-0.02918123
-8.40397953,-0.02828944
-8.39147953,-0.02203973
-8.37897953,-0.02188234
-8.36647953,-0.01973632
-8.35397953,-0.02194673
-8.34147953,-0.02303404
-8.32897953,-0.02657975
-8.31647953,-0.02605281
-8.30397953,-0.02277890
-8.29147953,-0.02252138
-8.27897953,-0.02412614
-8.26647954,-0.02032291
-8.25397954,-0.02224718
-8.24147954,-0.02277654
-8.22897954,-0.02387339
-8.21647954,-0.02824413
-8.20397954,-0.02772194
-8.19147954,-0.02220426
-8.17897954,-0.02251663
-8.16647954,-0.02647247
-8.15397954,-0.02272884
-8.14147954,-0.02799139
-8.12897954,-0.02600034
-8.11647954,-0.02661554
-8.10397955,-0.02141499
-8.09147955,-0.02162006
-8.07897955,-0.02325343
-8.06647955,-0.02502747
-8.05397955,-0.02307937
-8.04147955,-0.02595026
-8.02897955,-0.02897856
-8.01647955,-0.03169208
-8.00397955,-0.02846112
-7.99147955,-0.02610287
-7.97897955,-0.03054994
-7.96647955,-0.02776963
-7.95397955,-0.02487249
-7.94147955,-0.02709482
-7.92897956,-0.03371890
-7.91647956,-0.02786739
-7.90397956,-0.02353242
-7.89147956,-0.02543046
-7.87897956,-0.02366117
-7.86647956,-0.02584774
-7.85397956,-0.02177504
-7.84147956,-0.02214226
-7.82897956,-0.02177505
-7.81647956,-0.02043259
-7.80397956,-0.02460782
-7.79147956,-0.02166774
-7.77897956,-0.01970295
-7.76647957,-0.02345849
-7.75397957,-0.02787930
-7.74147957,-0.02621732
-7.72897957,-0.02396875
-7.71647957,-0.02672997
-7.70397957,-0.02814162
-7.69147957,-0.02380423
-7.67897957,-0.02423582
-7.66647957,-0.02838720
-7.65397957,-0.02736426
-7.64147957,-0.02279559
-7.62897957,-0.01954080
-7.61647957,-0.02438605
-7.60397958,-0.02241648
-7.59147958,-0.02354193
-7.57897958,-0.02601227
-7.56647958,-0.02897855
-7.55397958,-0.02351096
-7.54147958,-0.02100009
